index,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
22670,Azuma,Wrobel,F,563,306-2448,BOYDEN,IA,51234,M,N,15000,2.479763,0,80,0
22671,Chiranjit,Aybay,M,573,272-1388,STEEDMAN,MO,65077,M,Y,100000,6.0,0,4200,1200
22672,Margo,Lipponen,M,574,488-2778,INDIANAPOLIS,IN,46242,M,Y,65000,3.4,0,2000,1000
22673,Sandor,Rowan,F,443,654-5741,RIDGELY,MD,21681,S,Y,5000,4.75,2400,0,2400
22674,Bonggi,Maskas,F,801,374-4945,FAIRVIEW,UT,84629,S,N,100000,7.0,2475,0,0
22675,Goce,Robson,F,701,154-4400,CRARY,ND,58327,S,N,55000,2.3932838,3300,0,0
22676,Thony,Yeom,M,304,756-7568,CHARMCO,WV,25958,S,N,20000,3.7,2000,0,0
22677,Yue,Flint,M,440,732-5131,FREDERICKTOWN,OH,43019,M,N,50000,2.2057693,0,2600,0
22678,Somnath,Sramek,M,401,123-6215,HOPE VALLEY,RI,02832,M,Y,85000,0.0,0,0,0
22679,Lishin,Guttag,M,732,286-6381,GLEN ROCK,NJ,07452,S,Y,50000,1.873125,1000,0,1500
22680,Bernt,Philipose,M,605,616-4507,AGAR,SD,57520,M,Y,45000,0.0,0,0,0
22681,Kornel,Selberg,F,307,850-2220,EVANSVILLE,WY,82636,M,N,50000,0.0,0,0,0
22682,Holly,Bahcekapili,F,856,352-4614,SPOTSWOOD,NJ,08884,S,Y,20000,1.4,1000,0,1500
22683,Avra,Nieuwejaar,F,402,526-4055,PAPILLION,NE,68133,S,Y,10000,3.9097095,103,0,103
22684,Yariv,Mouzakis,M,253,663-3122,SEQUIM,WA,98382,S,Y,20000,0.0,0,0,0
22685,Kyuchul,Stojanovski,F,769,331-6783,TUPELO,MS,38802,S,Y,70000,5.0,6000,0,1500
22686,Tung,Rodite,F,401,214-9559,LITTLE COMPTON,RI,02837,M,N,20000,0.0,0,0,0
22687,Gabi,Kinsner,M,208,488-8427,MIDDLETON,ID,83644,S,N,15000,5.529042,3300,0,0
22688,Giuliana,Eyal,M,802,635-8963,COLCHESTER,VT,05439,S,Y,80000,4.5967627,3300,0,3300
22689,DeWLitt,Raza,M,319,148-5185,THOMPSON,IA,50478,M,Y,65000,8.98,0,80,40
22690,Kamran,Tarantino,F,641,947-5967,BEAVER,IA,50031,M,Y,50000,7.8829904,0,80,40
22691,Zissis,Unemi,F,636,540-7028,KOELTZTOWN,MO,65048,M,Y,65000,6.0,0,4200,1200
22692,Jarle,Enomoto,F,610,162-9198,SHOEMAKERSVILLE,PA,19555,M,Y,40000,3.07,0,0,0
22693,Guorong,Shilov,F,765,689-4203,ANDREWS,IN,46702,M,N,30000,3.4,0,2000,0
22694,Hakon,Bottner,F,775,127-2341,HENDERSON,NV,89002,S,N,35000,0.0,0,0,0
22695,Narain,Geiger,F,203,170-4556,EAST WOODSTOCK,CT,06244,M,Y,100000,5.0,0,24500,0
22696,Shafeek,Getta,F,260,779-7512,ELKHART,IN,46515,S,N,70000,3.4,1000,0,0
22697,Adi,Luck,F,502,792-5210,WACO,KY,40385,M,N,30000,3.5,0,40,0
22698,Akio,Heimdahl,M,563,790-7852,DEXTER,IA,50070,M,N,60000,8.98,0,80,0
22699,Handong,Tazi,M,216,439-9172,CLEVELAND,OH,44144,S,N,35000,1.7078462,1300,0,0
22700,Phenil,Normoyle,F,510,362-6987,RUNNING SPRINGS,CA,92382,M,Y,5000,1.0,0,174,272
22701,Yufeng,Tchernykh,M,939,677-6526,SAN JUAN,PR,00902,M,Y,55000,0.0,0,0,0
22702,Yuhsi,Haskins,M,405,968-3191,SEMINOLE,OK,74818,M,Y,80000,6.25,0,2000,1000
22703,Duane,Urbach,F,630,981-3489,VERSAILLES,IL,62378,S,N,20000,3.0,2000,0,0
22704,Yaniv,Cockcroft,M,253,428-5628,STARBUCK,WA,99359,M,N,45000,0.0,0,0,0
22705,Ira,Stiles,M,913,787-6265,POTTER,KS,66077,S,Y,15000,3.5,2250,0,2250
22706,Narcis,Castro,F,612,510-6795,FAIRFAX,MN,55332,S,N,20000,5.35,3300,0,0
22707,Niek,Mareels,M,304,594-2892,PRINCETON,WV,24739,M,N,70000,6.5,0,4000,0
22708,Begona,Buitenhuis,M,865,109-8805,MEMPHIS,TN,38117,M,Y,80000,0.0,0,0,0
22709,George,Jacquart,M,860,321-2068,POMFRET CENTER,CT,06259,M,N,40000,5.0,0,24500,0
22710,Edisanter,Pinotti,M,971,796-8021,TALENT,OR,97540,M,Y,100000,9.0,0,318,159
22711,Takahira,Heijne,F,808,641-7678,HONOLULU,HI,96835,M,N,55000,8.25,0,2080,0
22712,Lurdes,Quiroz,M,443,388-9877,BOWIE,MD,20721,M,N,35000,4.75,0,4800,0
22713,Shigeichiro,Philbin,M,256,955-8818,PELL CITY,AL,35125,M,Y,30000,5.0,0,3000,300
22714,Madhav,Suwanda,M,307,794-3898,FAIRVIEW,WY,83119,S,Y,70000,0.0,0,0,0
22715,Sanpei,Macmillan,F,256,748-9158,EMPIRE,AL,35063,M,Y,15000,5.0,0,3000,300
22716,Jinsong,Viallet,M,505,301-4600,MILNESAND,NM,88125,M,N,25000,5.3,0,6600,0
22717,Tsun,Demir,M,864,851-8368,LODGE,SC,29082,M,N,5000,3.563716,0,6600,0
22718,Johnny,Franaszczuk,M,509,771-9257,HARTLINE,WA,99135,M,N,75000,0.0,0,0,0
22719,Abhijit,Schaeffer,F,208,208-1685,POCATELLO,ID,83204,S,N,10000,4.109693,3300,0,0
22720,Vince,Birattari,F,570,110-7653,LARIMER,PA,15647,S,N,70000,3.07,0,0,0
22721,Vladimir,Arentze,M,202,223-3850,WASHINGTON,DC,20260,S,Y,85000,9.0,1370,0,1370
22722,Rusong,Kambil,M,636,939-9993,DUENWEG,MO,64841,S,Y,5000,3.75,2100,0,1200
22723,JoAnn,Bourzoufi,F,785,698-7566,WICHITA,KS,67276,S,N,30000,6.45,2250,0,0
22724,Baher,Henhapl,F,314,340-1198,SAINT LOUIS,MO,63156,M,N,70000,6.0,0,4200,0
22725,Titia,Haugan,F,989,441-1846,DETROIT,MI,48219,M,N,90000,3.9,0,6200,0
22726,Shigetoshi,Kuhnemann,M,704,800-9922,CEDAR ISLAND,NC,28520,S,N,55000,6.8863635,3300,0,0
22727,Takenobu,Stack,M,202,537-9352,WASHINGTON,DC,20413,S,N,90000,9.0,1370,0,0
22728,LiMin,Stylianou,M,607,655-1443,EAST MORICHES,NY,11940,S,N,55000,4.272256,0,0,0
22729,Jarkko,Singh,F,402,136-5038,LISCO,NE,69148,S,Y,20000,5.685643,103,0,103
22730,Stanislas,Pesotchinsky,F,787,251-8282,SAN JUAN,PR,00912,M,N,10000,0.0,0,0,0
22731,Marney,Kalsbeek,M,605,274-5340,BRENTFORD,SD,57429,M,Y,40000,0.0,0,0,0
22732,Livio,Kirkgoze,M,848,468-7759,LIBERTY CORNER,NJ,07938,M,Y,10000,1.4,0,2000,1500
22733,Wray,Okasaki,M,334,995-4270,COWARTS,AL,36321,M,N,60000,5.0,0,3000,0
22734,Xiaoshan,Baja,M,505,606-8693,ALBUQUERQUE,NM,87195,S,N,55000,5.3,3300,0,0
22735,Qirui,Kirihata,M,630,188-3140,SPRINGFIELD,IL,62704,M,Y,85000,3.0,0,4000,2000
22736,Nakhoon,Buchter,F,319,105-2663,MARENGO,IA,52301,M,Y,65000,8.98,0,80,40
22737,Stepehn,Munoz,F,443,986-7713,SAINT INIGOES,MD,20684,M,Y,100000,4.75,0,4800,2400
22738,Ivailo,Crabtree,F,616,953-9617,SCHOOLCRAFT,MI,49087,S,Y,45000,3.9,3100,0,3100
22739,Sinisa,Murty,M,701,434-8169,ALEXANDER,ND,58831,M,Y,25000,2.1,0,6600,3300
22740,Stafano,Daul,M,803,766-4528,LEXINGTON,SC,29072,S,Y,80000,7.0,3300,0,3300
22741,Tayeb,Walrath,F,605,293-2994,RUTLAND,SD,57057,M,N,100000,0.0,0,0,0
22742,Yoshizumi,Swartwout,F,202,855-3959,WASHINGTON,DC,20437,S,N,85000,9.0,1370,0,0
22743,Averill,Mahapatra,F,580,684-9929,GRANITE,OK,73547,M,Y,5000,3.0555556,0,2000,1000
22744,Jianghai,Dangelo,F,402,435-6892,GENOA,NE,68640,M,N,95000,6.84,0,206,0
22745,Rabi,Abbas,M,605,524-9760,PARKER,SD,57053,S,Y,75000,0.0,0,0,0
22746,Yohtaro,Dave,M,970,488-8734,STONINGTON,CO,81075,M,N,70000,4.63,0,0,0
22747,Rikard,Edmondson,F,479,547-1127,LOCKESBURG,AR,71846,S,N,80000,7.0,20,0,0
22748,Gady,Haberman,M,202,173-9039,WASHINGTON,DC,20080,S,Y,5000,4.5,1370,0,1370
22749,Fumihiro,Yijun,F,860,599-2511,WINDSOR,CT,06095,M,N,45000,5.0,0,24500,0
22750,Sudipta,Bent,F,251,384-4066,LEIGHTON,AL,35646,M,N,70000,5.0,1500,0,0
22751,Debaprosad,Kragelund,M,878,594-7493,VALLEY FORGE,PA,19496,M,Y,50000,3.07,0,0,0
22752,Lowrence,Milosavljevic,F,479,462-8214,EMERSON,AR,71740,M,N,55000,7.0,0,40,0
22753,Bibhuti,Apt,F,505,875-5285,ALBUQUERQUE,NM,87153,M,Y,30000,5.3,0,6600,3300
22754,Brajendra,Elihai,F,952,729-1538,CANBY,MN,56220,M,Y,15000,5.35,0,6600,3300
22755,Yongmao,Altepeter,F,276,415-8991,REDWOOD,VA,24146,S,Y,15000,5.214286,900,0,900
22756,Kalman,Moghrabi,F,623,139-3480,HAYDEN,AZ,85135,M,N,5000,2.87,0,4200,0
22757,Raymund,Blanning,M,606,723-6684,EAST POINT,KY,41216,M,Y,70000,5.7222223,0,40,20
22758,Jago,Trauth,M,801,100-3025,MARYSVALE,UT,84750,M,Y,10000,7.0,0,4950,2475
22759,Doru,Masini,F,224,368-9646,SCHAUMBURG,IL,60193,M,Y,65000,3.0,0,4000,2000
22760,Zijian,Brambilla,M,202,164-8531,WASHINGTON,DC,20408,M,Y,50000,9.0,0,2740,1370
22761,Harvinder,Flaus,M,907,796-1993,HUGHES,AK,99745,S,N,50000,0.0,0,0,0
22762,Antonia,Hixon,F,928,249-6964,SUN CITY,AZ,85373,M,N,55000,3.5674999,0,4200,0
22763,Gaofeng,Chinal,M,229,502-3648,CISCO,GA,30708,M,Y,45000,6.0,0,5400,3000
22764,Piere,Croitoru,F,732,594-5927,FANWOOD,NJ,07023,M,Y,75000,2.267396,0,2000,1500
22765,Bernahrd,Lucic,F,248,999-7511,ODEN,MI,49764,S,N,100000,3.9,3100,0,0
22766,Makato,Staelin,F,907,546-4766,ESTER,AK,99725,S,N,100000,0.0,0,0,0
22767,Naeem,Stanfill,F,401,993-8238,MANVILLE,RI,02838,M,Y,25000,0.0,0,0,0
22768,Kazuhiko,McKie,F,351,299-5477,DALTON,MA,01226,S,N,90000,5.3,3575,0,0
22769,Yaghout,Boigelot,F,606,907-4882,RICETOWN,KY,41364,M,Y,20000,2.9444444,0,40,20
22770,Goro,Abels,M,304,301-6199,LETART,WV,25253,M,N,60000,6.5,0,4000,0
22771,Pehong,Winsborough,M,337,395-7248,NEW ORLEANS,LA,70125,M,N,30000,6.0,0,9000,0
22772,Bogong,Cagman,M,701,589-8698,CAYUGA,ND,58013,S,Y,100000,2.914935,3300,0,3300
22773,Uta,Wahls,M,925,937-5978,BEAUMONT,CA,92223,S,Y,75000,9.3,87,0,272
22774,Arding,Velasco,M,435,457-2007,BOUNTIFUL,UT,84011,S,N,40000,7.0,2475,0,0
22775,Pauline,Veretennikov,F,618,671-3048,STOCKTON,IL,61085,M,Y,75000,3.0,0,4000,2000
22776,Vicenzo,DiGiano,M,302,573-3768,WILMINGTON,DE,19880,S,N,25000,3.5636363,110,0,0
22777,Billie,Benaroch,M,701,798-4698,POWERS LAKE,ND,58773,M,N,95000,2.8569736,0,6600,0
22778,Gueesang,Arimoto,F,701,641-4728,WAHPETON,ND,58074,M,Y,55000,2.3932838,0,6600,3300
22779,Reuben,Bruguera,F,937,455-4641,EDGERTON,OH,43517,S,N,60000,2.537718,1300,0,0
22780,Toshihisa,Dresser,F,303,287-5008,PARADOX,CO,81429,S,Y,30000,4.63,0,0,0
22781,Luming,Loureiro,M,228,894-1178,VICKSBURG,MS,39180,S,Y,20000,5.0,6000,0,1500
22782,Kouamana,Foong,F,702,969-4554,RENO,NV,89502,S,Y,55000,0.0,0,0,0
22783,Srinivas,Dabdub,F,202,382-2223,WASHINGTON,DC,20082,M,Y,35000,9.0,0,2740,1370
22784,Euripides,Torrellas,M,603,996-9189,GUILD,NH,03754,S,N,65000,0.0,0,0,0
22785,Fazli,Schormann,F,605,924-1577,LESTERVILLE,SD,57040,M,Y,30000,0.0,0,0,0
22786,Munish,Andraka,M,716,439-5580,AURORA,NY,13026,S,Y,90000,4.475,0,0,1000
22787,Belhadri,Fosse,M,862,413-6114,STOCKTON,NJ,08559,M,N,95000,2.5828125,0,2000,0
22788,Dadong,Jadhav,M,603,327-1748,MELVIN VILLAGE,NH,03850,M,N,35000,0.0,0,0,0
22789,Iakovos,Hofting,F,478,847-3271,ATLANTA,GA,30307,S,Y,80000,6.0,2700,0,3000
22790,Gudjon,Habib,F,808,388-8867,WAIMANALO,HI,96795,S,N,50000,8.25,1040,0,0
22791,Rafal,Hebalkar,M,304,294-2435,RIDGELEY,WV,26753,S,N,50000,5.8,2000,0,0
22792,Atsufumi,Christianini,F,207,548-3644,LEVANT,ME,04456,S,Y,10000,4.5857663,2850,0,2850
22793,Manavendra,Gibbins,F,601,525-5230,VICKSBURG,MS,39183,M,Y,40000,5.0,0,12000,1500
22794,Martien,Srini,M,219,778-2902,COATESVILLE,IN,46121,S,Y,80000,3.4,1000,0,1000
22795,Kohei,Wasano,F,787,878-7446,BAYAMON,PR,00961,M,Y,70000,0.0,0,0,0
22796,Stefania,Rubinfield,M,518,700-6897,TAPPAN,NY,10983,M,Y,75000,4.3881097,0,0,1000
22797,Barrett,Gaitonde,M,719,129-9879,LITTLETON,CO,80161,S,Y,25000,4.63,0,0,0
22798,Maryann,Scheer,F,208,106-6402,LEWISVILLE,ID,83431,S,N,35000,7.8,3300,0,0
22799,Youshou,Rebizant,F,208,135-1992,PECK,ID,83545,M,Y,40000,7.8,0,6600,3300
22800,Adriano,Huhtala,F,308,582-2241,MILLS,NE,68753,M,Y,60000,6.84,0,206,103
22801,Leonor,Buttyan,F,914,571-3599,NEW ROCHELLE,NY,10804,M,Y,35000,4.1564026,0,0,1000
22802,Kablan,Kubota,F,208,172-1288,TWIN FALLS,ID,83303,S,N,55000,7.8,3300,0,0
22803,Rommert,Baer,M,985,598-6985,NEW ORLEANS,LA,70166,S,Y,70000,6.0,4500,0,1000
22804,Avigdor,Lapez,F,651,928-5387,SABIN,MN,56580,S,N,100000,7.85,3300,0,0
22805,Avideh,Rochowiak,F,918,413-9131,BLAIR,OK,73526,S,Y,45000,6.25,1000,0,1000
22806,Raminder,Hamburger,F,952,147-5218,TACONITE,MN,55786,M,Y,85000,7.85,0,6600,3300
22807,Radia,Ulman,F,661,465-5903,SAN DIEGO,CA,92174,S,Y,80000,9.3,87,0,272
22808,Paulina,Stentiford,M,314,410-6957,HIGH RIDGE,MO,63049,M,Y,25000,6.0,0,4200,1200
22809,Justine,Weinstein,F,304,520-7625,CULLODEN,WV,25510,S,Y,60000,6.5,2000,0,2000
22810,Taishin,Servieres,M,586,354-5004,GARDEN CITY,MI,48136,M,N,100000,3.9,0,6200,0
22811,Aileen,Rachui,F,913,655-2740,NIOTAZE,KS,67355,S,N,95000,6.45,2250,0,0
22812,Jarl,Koshors,F,763,742-3554,MINNEAPOLIS,MN,55472,M,Y,95000,7.85,0,6600,3300
22813,Dongchang,Gilon,F,551,278-8880,MAHWAH,NJ,07430,M,N,30000,1.5577083,0,2000,0
22814,Ila,Honkala,M,303,448-6257,AURORA,CO,80014,S,N,50000,4.63,0,0,0
22815,Rachelle,Kallman,F,939,993-4743,VIEQUES,PR,00765,M,N,50000,0.0,0,0,0
22816,Sunggu,Gourishankar,M,832,206-4384,LITTLE ELM,TX,75068,M,N,70000,0.0,0,0,0
22817,Nikfar,Kamkar,F,774,557-7603,WALTHAM,MA,02454,M,Y,5000,5.3,0,7150,1000
22818,Sariel,Gonzalez,F,603,322-5900,THORNTON,NH,03285,M,N,55000,0.0,0,0,0
22819,Premsyl,Shobatake,M,484,338-9816,RED LION,PA,17356,M,Y,45000,3.07,0,0,0
22820,Pramode,Pangratz,M,319,851-6448,SCHALLER,IA,51053,M,Y,90000,8.98,0,80,40
22821,Markus,Terzopoulos,M,406,326-1678,LAKESIDE,MT,59922,S,N,20000,6.9,1900,0,0
22822,Ratilal,Philipson,F,251,435-5607,GULF SHORES,AL,36542,M,N,90000,5.0,1500,0,0
22823,Domenico,Guardalben,F,701,465-9918,CHASELEY,ND,58423,S,Y,55000,2.3932838,3300,0,3300
22824,Noordin,Ravi,F,660,663-9878,KANSAS CITY,MO,64944,S,N,90000,6.0,2100,0,0
22825,Hajo,Bouabdallah,M,203,949-9823,SEYMOUR,CT,06483,M,Y,20000,5.0,0,24500,0
22826,Alenka,Reina,F,262,171-6479,HIGHLAND,WI,53543,M,Y,60000,5.488912,0,1400,400
22827,Kersti,Schoegge,M,928,482-9006,WILLOW BEACH,AZ,86445,M,Y,25000,3.1025,0,4200,2300
22828,Mandayan,Sever,F,260,684-3399,PUTNAMVILLE,IN,46170,M,N,45000,3.4,0,2000,0
22829,Jake,Ramseyer,M,810,988-3724,ELWELL,MI,48832,M,Y,45000,3.9,0,6200,3100
22830,Nazir,Meyer,F,502,969-8770,LANGLEY,KY,41645,S,Y,100000,6.0,20,0,20
22831,Subhachandra,Leunen,F,610,689-6818,EAST WATERFORD,PA,17021,S,N,80000,3.07,0,0,0
22832,Rajit,Zolla,F,202,412-8930,WASHINGTON,DC,20318,M,N,70000,9.0,0,2740,0
22833,Bedir,Mittal,F,607,453-3985,VALHALLA,NY,10595,S,Y,70000,4.359146,0,0,1000
22834,Ragunathan,Rehak,M,641,708-1143,COLUMBUS JUNCTION,IA,52738,M,N,45000,7.111101,0,80,0
22835,Hansjorg,Carriere,M,602,371-6174,SANDERS,AZ,86512,M,N,30000,3.1799998,0,4200,0
22836,Kersti,Machiels,M,501,555-3415,HINDSVILLE,AR,72738,S,Y,5000,1.3826939,20,0,20
22837,Parvathi,Fornaciari,F,939,347-5309,VEGA BAJA,PR,00693,M,Y,45000,0.0,0,0,0
22838,German,Granvilliers,M,802,915-8718,SOUTH BARRE,VT,05670,S,N,95000,4.8951945,3300,0,0
22839,Xizhong,Peckham,M,208,291-3964,NAMPA,ID,83651,M,Y,75000,7.8,0,6600,3300
22840,Changsheng,Benedek,M,701,254-7874,COLUMBUS,ND,58727,S,N,60000,2.451245,3300,0,0
22841,Shyam,Stepanek,M,802,945-1154,RANDOLPH CENTER,VT,05061,M,N,60000,4.1988535,0,6600,0
22842,Brandon,Klosowski,F,330,152-9188,NASHVILLE,OH,44661,M,Y,45000,2.039795,0,2600,1300
22843,Huw,Narahari,F,603,244-6380,MEREDITH,NH,03253,S,Y,50000,0.0,0,0,0
22844,Dwifiandika,Toman,F,631,976-5877,HOLBROOK,NY,11741,S,N,80000,4.4170732,0,0,0
22845,Vineeth,Proskurowski,F,704,952-1167,GRIMESLAND,NC,27837,S,Y,30000,6.361888,3300,0,3300
22846,Andrew,Kemp,M,907,545-7803,KIVALINA,AK,99750,M,Y,85000,0.0,0,0,0
22847,Horace,Fraisse,F,770,806-1285,HOSCHTON,GA,30548,M,N,80000,6.0,0,5400,0
22848,Ysmar,Stafylopatis,F,775,178-1635,PAHRUMP,NV,89041,S,N,55000,0.0,0,0,0
22849,Lorcan,Kibati,F,907,856-6756,ANCHORAGE,AK-*,99517,S,Y,45000,0.0,0,0,0
22850,Jessie,Klingemann,F,202,331-4784,WASHINGTON NAVY YARD,DC,20398,M,N,35000,9.0,0,2740,0
22851,Anuchit,Bahr,M,808,807-6483,WAIMANALO,HI,96795,S,N,55000,8.25,1040,0,0
22852,Montgomery,Carothers,M,973,965-4191,WESTVILLE,NJ,08093,S,Y,60000,2.0308332,1000,0,1500
22853,Petrisor,Pemmaraju,M,727,960-8698,DEERFIELD BEACH,FL,33443,M,N,45000,0.0,0,0,0
22854,Vitali,Averbuch,M,207,943-4505,SOUTH THOMASTON,ME,04858,M,Y,65000,8.5,0,5700,2850
22855,Nayyer,Murugesan,M,205,971-1371,ATMORE,AL,36502,M,Y,85000,5.0,0,3000,300
22856,Yohji,Osone,M,978,296-2215,PRIDES CROSSING,MA,01965,M,N,40000,5.3,0,7150,0
22857,Asham,Massalin,F,907,654-5949,TWO RIVERS,AK,99716,S,Y,40000,0.0,0,0,0
22858,Jayant,Jaakkola,M,234,803-3714,HOMERVILLE,OH,44235,S,N,10000,0.8779744,1300,0,0
22859,Oksana,Heijst,F,918,133-4765,WRIGHT CITY,OK,74766,M,N,10000,6.25,0,2000,0
22860,Raymonde,Eklundh,F,301,624-1326,DUNKIRK,MD,20754,M,Y,60000,4.75,0,4800,2400
22861,Yehudit,Portinale,M,314,638-7399,BEVIER,MO,63532,S,N,80000,6.0,2100,0,0
22862,Ashwani,Chetali,F,256,937-9770,MOBILE,AL,36652,M,N,40000,5.0,1500,0,0
22863,Helio,Gurel,M,480,582-4504,PHOENIX,AZ,85031,M,N,30000,3.1799998,0,4200,0
22864,Ranjan,Prochazka,F,207,662-6412,CRANBERRY ISLES,ME,04625,M,Y,10000,4.5857663,0,5700,2850
22865,Zhongcheng,Flokstra,F,502,732-9163,CAMPBELLSVILLE,KY,42719,S,N,90000,6.0,20,0,0
22866,Hyunok,Govindjee,M,503,686-2945,IONE,OR,97843,S,Y,55000,9.0,159,0,159
22867,Naima,Weingarten,M,505,123-7881,TERERRO,NM,87573,M,N,30000,5.3,0,6600,0
22868,Mathieu,Iakovlev,F,302,616-4598,WILMINGTON,DE,19806,M,Y,85000,5.95,0,220,110
22869,Yim,Lipper,F,580,780-3934,OKLAHOMA CITY,OK,73184,S,Y,10000,6.25,1000,0,1000
22870,Kaushik,Ishigami,F,918,337-6664,OKLAHOMA CITY,OK,73172,S,Y,50000,6.25,1000,0,1000
22871,Piers,Keates,M,334,591-6877,COWARTS,AL,36321,M,N,40000,5.0,0,3000,0
22872,Marijke,McCrossin,M,414,298-3593,WINNEBAGO,WI,54985,S,Y,100000,6.183918,700,0,400
22873,Abdelmajid,Jacques,M,304,425-7959,ROCK CAVE,WV,26234,M,Y,20000,3.7,0,4000,2000
22874,Guillaume,Husain,F,785,877-4271,BUHLER,KS,67522,S,N,85000,6.45,2250,0,0
22875,Gina,Wind,M,216,689-4449,MINERAL RIDGE,OH,44440,S,Y,25000,1.3758974,1300,0,1300
22876,Rustam,Grivas,M,870,401-3860,BEAVER,AR,72613,M,Y,5000,1.3826939,0,40,20
22877,Sihem,Wawrzinek,F,856,393-7447,HILLSBOROUGH,NJ,08844,M,N,40000,1.7154167,0,2000,0
22878,Paolino,Broker,M,208,244-9585,PIERCE,ID,83546,S,N,25000,7.8,3300,0,0
22879,Zoran,Berwick,F,207,792-3030,THORNDIKE,ME,04986,S,N,75000,8.5,2850,0,0
22880,Loet,Zaimov,M,308,556-7867,BRUNSWICK,NE,68720,M,N,20000,5.685643,0,206,0
22881,Xiaosong,Grandage,F,651,328-6114,OSTRANDER,MN,55961,M,Y,100000,7.85,0,6600,3300
22882,Ibraheem,Wortmann,M,304,621-9539,CAIRO,WV,26337,S,Y,65000,6.5,2000,0,2000
22883,Jared,Guojun,M,859,473-3659,CUNNINGHAM,KY,42035,S,Y,10000,2.3888888,20,0,20
22884,Allyson,Restivo,M,302,237-2674,WILMINGTON,DE,19892,S,N,50000,5.268182,110,0,0
22885,Graydon,Agostino,F,269,754-2544,DETROIT,MI,48205,S,N,40000,3.9,3100,0,0
22886,Kentaru,Quiniou,M,319,788-7037,TRACY,IA,50256,S,Y,40000,6.339211,40,0,40
22887,Jay,Cotta,F,304,942-7488,CRUM,WV,25669,S,N,100000,6.5,2000,0,0
22888,Thuy,Gimbel,F,571,157-6753,LYNCHBURG,VA,24501,M,N,45000,5.75,0,1800,0
22889,Akshar,Mintchev,M,505,299-7050,SAN PATRICIO,NM,88348,M,Y,30000,5.3,0,6600,3300
22890,Paddy,Friesen,F,773,768-6759,POSEN,IL,60469,S,Y,20000,3.0,2000,0,2000
22891,Nobukazu,Shimazaki,F,701,888-8790,MOFFIT,ND,58560,S,Y,70000,2.5671675,3300,0,3300
22892,Jem,MacGinnes,M,260,674-7492,PERSHING,IN,47370,M,N,35000,3.4,0,2000,0
22893,Zito,Lubarsky,M,731,207-9559,GIBSON,TN,38338,S,Y,60000,0.0,0,0,0
22894,Hidayatullah,Chidamber,M,307,852-9891,RALSTON,WY,82440,M,N,85000,0.0,0,0,0
22895,Ulfar,Lefas,F,601,471-2603,HICKORY,MS,39332,M,N,75000,5.0,0,12000,0
22896,Sayeed,Jereb,F,843,722-7156,WHITMIRE,SC,29178,M,N,90000,7.0,0,6600,0
22897,Prabhakaran,Dicks,M,308,464-9757,ALVO,NE,68304,S,Y,70000,6.84,103,0,103
22898,Takamoto,Newson,M,618,260-5933,CHICAGO,IL,60604,M,N,100000,3.0,0,4000,0
22899,Bertin,Prata,F,608,839-5946,MILWAUKEE,WI,53259,S,N,90000,6.010166,700,0,0
22900,Toshiharu,Klerer,M,304,579-1541,MINERAL WELLS,WV,26150,M,Y,60000,6.5,0,4000,2000
22901,Clarence,Krabbel,M,701,635-8240,NORWICH,ND,58768,S,N,20000,2.1,3300,0,0
22902,Hannie,Verplaetse,F,907,315-7304,VENETIE,AK,99781,M,N,70000,0.0,0,0,0
22903,Heino,Subbalakshmi,F,504,299-4864,NEW ORLEANS,LA,70148,M,N,20000,4.4,0,9000,0
22904,Martyn,Dunham,F,307,417-9099,FORT LARAMIE,WY,82212,S,Y,70000,0.0,0,0,0
22905,Goncalo,Panyam,F,734,763-4900,DEARBORN,MI,48128,M,N,45000,3.9,0,6200,0
22906,Taegyun,Kauffmann,F,207,470-5354,LEEDS,ME,04263,S,Y,90000,8.5,2850,0,2850
22907,Keebom,Rask,F,808,332-4990,HONOLULU,HI,96843,S,N,80000,8.25,1040,0,0
22908,Giannis,Simone,F,928,456-3682,PEARCE,AZ,85625,M,N,5000,2.87,0,4200,0
22909,Ami,Zlotek,F,651,718-5164,ZUMBROTA,MN,55992,M,Y,90000,7.85,0,6600,3300
22910,Baktha,Rogozhnikova,F,307,250-1420,MEDICINE BOW,WY,82329,S,Y,20000,0.0,0,0,0
22911,Deepa,Zuiderveld,F,662,305-6041,ETTA,MS,38627,S,Y,30000,5.0,6000,0,1500
22912,Paulette,Mozeico,F,970,429-5743,PITKIN,CO,81241,S,N,25000,4.63,0,0,0
22913,Sangyeun,Cavalloro,M,207,343-5174,SAINT AGATHA,ME,04772,M,Y,100000,8.5,0,5700,2850
22914,Wenyi,McNeese,F,703,738-3103,NEW MARKET,VA,22844,M,N,85000,5.75,0,1800,0
22915,Xiaoping,Botman,F,603,511-1600,PLAINFIELD,NH,03781,M,Y,60000,0.0,0,0,0
22916,Deron,Perelgut,F,918,980-2902,TUTTLE,OK,73089,M,N,80000,6.25,0,2000,0
22917,Iwao,McSherry,M,910,347-7273,CHARLOTTE,NC,28272,M,Y,55000,6.8863635,0,6600,3300
22918,Monagur,Magnusson,F,860,948-1094,STERLING,CT,06377,M,N,35000,5.0,0,24500,0
22919,Rufus,Reddy,F,724,331-3758,BAINBRIDGE,PA,17502,M,N,30000,3.07,0,0,0
